node_id,entity
912,457.1
913,995.3
914,194.4
915,112.84
916,441.1
917,301.5
918,362.2
919,430.0
920,296.6
921,320.9
922,322.0
923,273.8
924,752.49
925,142.9
926,464.0
927,355.9
928,9.2
929,612.99
930,76.1
931,114.0
932,40.1
933,230.2
934,234.9
935,628.2
936,759.1
937,715.0
938,370.0
939,781.1
940,20.9
941,20.0
942,743.11
943,378.5
944,379.5
945,363.22
946,200.5
947,574.2
948,187.4
949,368.53
950,520.5
951,85.0
952,725.0
953,209.99
954,446.5
955,746.02
956,124.0
957,98.2
958,286.3
959,753.1
960,595.9
961,550.0
962,751.62
963,153.1
964,242.3
965,302.71
966,728.87
967,365.04
968,90.5
969,368.63
970,757.4
971,41.1
972,103.3
973,335.24
974,227.0
975,162.5
976,279.03
977,982.0
978,356.0
979,711.9
980,255.11
981,58.1
982,523.4
983,686.1
984,74.3
985,78.0
986,719.3
987,237.3
988,156.1
989,276.2
990,543.99
991,696.1
992,365.0
993,555.1
994,756.55
995,141.2
996,62.1
997,536.8
998,192.2
999,22.0
1000,494.0
1001,706.3
1002,288.2
1003,373.4
1004,237.1
1005,376.3
1006,359.21
1007,390.0
1008,61.0
1009,53.0
1010,98.32
1011,360.9
1012,726.71
1013,275.0
1014,474.0
1015,289.99
1016,790.5
1017,743.46
1018,305.5
1019,327.53
1020,360.21
1021,76.0
1022,749.11
1023,711.0
1024,40.3
1025,596.9
1026,714.3
1027,158.0
1028,357.2
1029,790.99
1030,440.0
1031,380.0
1032,279.06
1033,136.1
1034,297.1
1035,255.13
1036,46.1
1037,714.31
1038,332.1
1039,437.0
1040,441.3
1041,572.2
1042,570.0
1043,302.4
1044,34.1
1045,378.4
1046,387.9
1047,10.1
1048,599.0
1049,781.99
1050,287.0
1051,174.0
1052,315.32
1053,300.9
1054,690.1
1055,312.31
1056,160.0
1057,302.0
1058,523.21
1059,365.1
1060,466.0
1061,255.9
1062,572.3
1063,141.3
1064,364.21
1065,84.2
1066,571.42
1067,300.6
1068,327.25
1069,54.1
1070,694.5
1071,288.51
1072,701.0
1073,595.81
1074,381.0
1075,583.1
1076,756.53
1077,200.1
1078,15.0
1079,521.07
1080,82.1
1081,237.71
1082,123.6
1083,533.0
1084,495.1
1085,114.9
1086,253.0
1087,530.81
1088,66.41
1089,386.12
1090,626.0
1091,365.52
1092,289.51
1093,748.0
1094,314.8
1095,46.2
1096,281.4
1097,358.9
1098,201.6
1099,286.1
1100,256.31
1101,120.3
1102,85.5
1103,275.42
1104,295.31
1105,532.0
1106,52.0
1107,344.6
1108,386.35
1109,775.1
1110,336.9
1111,523.2
1112,377.31
1113,176.1
1114,377.0
1115,218.2
1116,118.0
1117,745.11
1118,755.37
1119,162.8
1120,348.4
1121,311.0
1122,273.3
1123,746.7
1124,191.1
1125,303.9
1126,162.4
1127,455.0
1128,757.31
1129,337.21
1130,375.41
1131,289.1
1132,697.1
1133,312.34
1134,371.71
1135,246.1
1136,704.01
1137,110.0
1138,758.32
1139,696.0
1140,389.14
1141,709.01
1142,282.4
1143,372.3
1144,386.34
1145,710.5
1146,110.2
1147,245.0
1148,370.05
1149,237.72
1150,445.0
1151,446.4
1152,756.54
1153,405.9
1154,376.5
1155,443.81
1156,286.9
1157,424.1
1158,780.71
1159,343.0
1160,482.81
1161,356.2
1162,146.9
1163,708.3
1164,702.1
1165,146.5
1166,302.1
1167,73.0
1168,366.41
1169,320.2
1170,327.13
1171,958.6
1172,309.81
1173,621.0
1174,368.52
1175,140.0
1176,746.89
1177,121.3
1178,244.2
1179,588.81
1180,333.82
1181,335.23
1182,758.39
1183,153.6
1184,87.0
1185,364.01
1186,282.9
1187,791.2
1188,365.21
1189,459.11
1190,238.79
1191,529.5
1192,759.83
1193,121.1
1194,703.9
1195,374.9
1196,362.31
1197,379.21
1198,442.83
1199,779.7
1200,295.32
1201,202.4
1202,373.9
1203,569.1
1204,277.09
1205,201.1
1206,364.24
1207,88.0
1208,758.7
1209,184.0
1210,437.2
1211,995.2
1212,614.9
1213,235.7
1214,521.06
1215,747.83
1216,2.1
1217,354.5
1218,125.9
1219,201.5
1220,346.8
1221,607.85
1222,289.4
1223,333.94
1224,516.33
1225,372.4
1226,376.01
1227,25.0
1228,751.61
1229,642.4
1230,610.1
1231,74.0
1232,202.6
1233,363.0
1234,573.0
1235,301.22
1236,116.1
1237,76.9
1238,288.9
1239,516.0
1240,62.0
1241,721.9
1242,378.56
1243,746.6
1244,269.3
1245,365.22
1246,309.9
1247,472.0
1248,608.2
1249,246.99
1250,367.0
1251,176.5
1252,163.9
1253,147.1
1254,191.2
1255,756.73
1256,374.2
1257,59.01
1258,686.01
1259,269.0
1260,300.0
1261,258.03
1262,433.2
1263,411.1
1264,245.9
1265,569.9
1266,461.9
1267,697.0
1268,245.1
1269,366.8
1270,478.74
1271,711.3
1272,383.2
1273,307.5
1274,518.81
1275,16.4
1276,523.1
1277,529.1
1278,191.8
1279,720.89
1280,446.0
1281,362.63
1282,460.0
1283,364.03
1284,462.0
1285,284.1
1286,523.0
1287,756.56
1288,23.0
1289,362.3
1290,4.3
1291,21.8
1292,83.0
1293,724.0
1294,958.9
1295,9.99
1296,560.2
1297,374.1
1298,602.9
1299,270.1
1300,362.56
1301,447.4
1302,57.8
1303,751.0
1304,995.91
1305,521.6
1306,360.03
1307,415.1
1308,367.53
1309,175.9
1310,368.03
1311,99.1
1312,686.0
1313,203.1
1314,630.0
1315,522.0
1316,300.7
1317,277.85
1318,426.51
1319,453.1
1320,437.7
1321,711.96
1322,36.0
1323,140.6
1324,611.5
1325,201.7
1326,147.2
1327,385.32
1328,719.2
1329,692.75
1330,774.7
1331,658.0
1332,446.2
1333,153.5
1334,188.2
1335,377.23
1336,535.1
1337,521.3
1338,7.4
1339,112.1
1340,441.5
1341,386.32
1342,46.72
1343,753.12
1344,573.5
1345,773.0
1346,195.1
1347,66.4
1348,153.7
1349,375.0
1350,752.89
1351,162.3
1352,344.0
1353,455.6
1354,370.01
1355,361.12
1356,17.8
1357,451.0
1358,81.2
1359,535.6
1360,72.0
1361,732.7
1362,22.9
1363,380.14
1364,335.9
1365,696.3
1366,154.0
1367,275.41
1368,206.1
1369,711.92
1370,287.4
1371,40.82
1372,214.0
1373,136.3
1374,381.4
1375,252.9
1376,530.0
1377,130.9
1378,378.7
1379,4.0
1380,625.5
1381,295.4
1382,270.9
1383,602.0
1384,502.0
1385,379.11
1386,75.0
1387,362.65
1388,683.0
1389,590.8
1390,493.91
1391,370.4
1392,446.21
1393,386.33
1394,473.1
1395,576.9
1396,456.4
1397,277.87
1398,335.21
1399,575.6
1400,13.2
1401,56.0
1402,51.01
1403,726.0
1404,372.56
1405,288.02
1406,4.1
1407,16.0
1408,599.6
1409,733.43
1410,337.1
1411,301.82
1412,39.0
1413,371.42
1414,284.0
1415,995.21
1416,291.9
1417,720.8
1418,422.9
1419,360.3
1420,695.3
1421,359.71
1422,730.1
1423,63.1
1424,579.1
1425,362.03
1426,443.29
1427,377.01
1428,282.49
1429,705.0
1430,99.2
1431,300.23
1432,597.8
1433,367.21
1434,694.1
1435,343.2
1436,373.01
1437,459.13
1438,341.0
1439,94.9
1440,726.32
1441,378.0
1442,590.1
1443,78.11
1444,621.9
1445,388.9
1446,616.1
1447,16.1
1448,379.45
1449,480.9
1450,305.43
1451,994.6
1452,456.5
1453,176.0
1454,204.2
1455,506.9
1456,711.94
1457,529.4
1458,49.0
1459,537.6
1460,18.9
1461,372.51
1462,712.1
1463,560.9
1464,529.0
1465,365.2
1466,81.0
1467,461.2
1468,256.3
1469,434.0
1470,278.3
1471,363.31
1472,601.9
1473,50.0
1474,284.01
1475,516.1
1476,51.9
1477,335.11
1478,579.99
1479,521.4
1480,758.2
1481,596.0
1482,65.2
1483,130.0
1484,370.22
1485,85.9
1486,230.6
1487,388.5
1488,45.0
1489,337.2
1490,706.0
1491,590.0
1492,768.9
1493,300.82
1494,709.1
1495,385.82
1496,474.01
1497,567.8
1498,18.0
1499,376.81
1500,46.71
1501,377.41
1502,371.43
1503,250.1
1504,377.21
1505,357.82
1506,288.62
1507,146.6
1508,255.12
1509,86.5
1510,2.9
1511,368.61
1512,362.83
1513,302.6
1514,184.4
1515,371.22
1516,414.11
1517,110.4
1518,277.82
1519,344.1
1520,389.99
1521,750.21
1522,232.3
1523,373.02
1524,233.0
1525,530.11
1526,54.6
1527,730.11
1528,201.4
1529,214.4
1530,780.39
1531,357.0
1532,117.3
1533,527.8
1534,459.1
1535,733.41
1536,517.2
1537,362.01
1538,129.99
1539,363.4
1540,518.3
1541,62.4
1542,478.19
1543,300.81
1544,743.2
1545,758.31
1546,117.1
1547,153.2
1548,136.0
1549,535.2
1550,573.4
1551,336.1
1552,133.0
1553,371.9
1554,452.0
1555,302.73
1556,148.9
1557,493.82
1558,723.0
1559,402.9
1560,190.2
1561,277.39
1562,41.86
1563,721.6
1564,117.0
1565,312.9
1566,669.2
1567,527.2
1568,125.3
1569,770.4
1570,368.45
1571,375.2
1572,351.1
1573,131.9
1574,371.4
1575,30.3
1576,120.0
1577,617.2
1578,54.41
1579,611.9
1580,776.7
1581,453.0
1582,485.0
1583,251.5
1584,367.2
1585,726.64
1586,541.0
1587,300.14
1588,376.21
1589,500.0
1590,46.0
1591,599.4
1592,335.22
1593,743.57
1594,2.2
1595,263.9
1596,98.37
1597,102.0
1598,588.8
1599,115.9
1600,522.1
1601,194.5
1602,443.21
1603,528.6
1604,86.2
1605,206.8
1606,386.3
1607,301.6
1608,78.6
1609,773.2
1610,82.4
1611,144.0
1612,282.63
1613,378.33
1614,711.93
1615,291.8
1616,351.9
1617,327.51
1618,307.2
1619,296.5
1620,385.09
1621,385.3
1622,181.0
1623,461.3
1624,354.1
1625,275.49
1626,527.6
1627,355.0
1628,327.27
1629,357.5
1630,595.3
1631,78.3
1632,234.99
1633,780.99
1634,289.52
1635,364.2
1636,315.4
1637,153.4
1638,368.0
1639,995.86
1640,749.49
1641,111.9
1642,40.81
1643,47.9
1644,302.75
1645,379.0
1646,422.93
1647,192.0
1648,148.1
1649,473.2
1650,333.8
1651,152.9
1652,71.0
1653,519.2
1654,743.35
1655,536.3
1656,727.39
1657,372.21
1658,599.2
1659,352.9
1660,301.2
1661,78.81
1662,122.0
1663,353.0
1664,327.3
1665,362.18
1666,608.1
1667,576.1
1668,97.1
1669,134.2
1670,446.7
1671,363.43
1672,37.0
1673,526.3
1674,370.21
1675,378.54
1676,610.0
1677,365.12
1678,194.1
1679,378.72
1680,433.0
1681,461.1
1682,705.83
1683,376.11
1684,783.43
1685,120.2
1686,607.1
1687,191.3
1688,378.32
1689,136.5
1690,4.9
1691,230.0
1692,456.0
1693,622.5
1694,266.0
1695,719.1
1696,380.21
1697,286.2
1698,523.33
1699,428.2
1700,51.2
1701,345.51
1702,90.0
1703,377.32
1704,125.7
1705,5.0
1706,425.5
1707,518.1
1708,386.19
1709,363.1
1710,523.22
1711,598.8
1712,170.1
1713,6.9
1714,402.0
1715,290.8
1716,716.41
1717,375.42
1718,65.0
1719,301.13
1720,424.3
1721,473.0
1722,279.9
1723,996.43
1724,472.2
1725,7.1
1726,593.1
1727,746.85
1728,379.24
1729,189.2
1730,629.9
1731,690.11
1732,279.13
1733,191.7
1734,530.5
1735,371.53
1736,116.0
1737,363.9
1738,378.61
1739,110.9
1740,732.0
1741,464.01
1742,610.3
1743,378.11
1744,595.82
1745,528.5
1746,372.5
1747,302.79
1748,362.84
1749,620.4
1750,372.2
1751,17.7
1752,374.0
1753,291.89
1754,641.2
1755,371.45
1756,608.99
1757,388.6
1758,600.0
1759,694.61
1760,370.52
1761,111.0
1762,73.9
1763,194.9
1764,415.0
1765,80.0
1766,764.9
1767,596.3
1768,510.0
1769,230.4
1770,99.0
1771,379.53
1772,287.32
1773,401.1
1774,102.6
1775,30.1
1776,608.3
1777,127.2
1778,733.7
1779,422.0
1780,521.35
1781,156.2
1782,729.3
1783,362.07
1784,375.43
1785,128.1
1786,440.1
1787,704.02
1788,749.22
1789,706.1
1790,363.2
1791,312.33
1792,142.8
1793,537.83
1794,495.5
1795,372.1
1796,595.1
1797,289.0
1798,131.0
1799,187.5
1800,300.11
1801,87.1
1802,442.82
1803,183.2
1804,293.1
1805,719.08
1806,616.0
1807,367.81
1808,593.6
1809,521.5
1810,301.3
1811,719.31
1812,288.4
1813,516.2
1814,456.2
1815,775.3
1816,391.9
1817,86.9
1818,359.22
1819,523.5
1820,618.03
1821,711.91
1822,518.6
1823,726.11
1824,575.9
1825,359.89
1826,342.8
1827,694.2
1828,778.7
1829,360.12
1830,771.6
1831,380.1
1832,528.2
1833,376.34
1834,378.01
1835,372.02
1836,251.0
1837,6.0
1838,334.2
1839,360.44
1840,300.02
1841,588.0
1842,375.15
1843,331.81
1844,590.9
1845,383.21
1846,367.4
1847,288.09
1848,446.3
1849,694.8
1850,435.3
1851,455.4
1852,62.2
1853,779.5
1854,728.5
1855,293.89
1856,516.36
1857,365.51
1858,579.4
1859,331.3
1860,711.95
1861,775.2
1862,187.9
1863,298.8
1864,434.1
1865,378.6
1866,2.0
1867,66.0
1868,232.7
1869,714.4
1870,708.8
1871,287.39
1872,265.2
1873,350.8
1874,776.2
1875,521.08
1876,374.43
1877,640.0
1878,83.2
1879,148.0
1880,758.33
1881,208.2
1882,633.0
1883,604.0
1884,273.0
1885,529.2
1886,146.4
1887,522.4
1888,728.86
1889,379.12
1890,362.32
1891,728.71
1892,128.9
1893,369.0
1894,301.89
1895,522.6
1896,381.7
1897,774.4
1898,274.11
1899,365.83
1900,121.4
1901,378.86
1902,642.5
1903,77.0
1904,733.02
1905,368.01
1906,189.1
1907,40.0
1908,382.4
1909,202.3
1910,111.3
1911,152.0
1912,302.3
1913,423.2
1914,363.3
1915,237.73
1916,790.94
1917,376.2
1918,362.54
1919,88.82
1920,152.1
1921,373.12
1922,81.1
1923,516.37
1924,726.9
1925,478.1
1926,427.5
1927,752.64
1928,306.8
1929,112.3
1930,618.6
1931,363.21
1932,121.2
1933,79.0
1934,756.72
1935,368.51
1936,315.01
1937,11.7
1938,121.0
1939,232.6
1940,695.81
1941,289.89
1942,16.9
1943,696.4
1944,302.5
1945,380.9
1946,527.5
1947,595.2
1948,370.2
1949,123.1
1950,705.9
1951,386.11
1952,705.82
1953,127.5
1954,374.34
1955,15.9
1956,593.81
1957,603.1
1958,90.4
1959,378.2
1960,513.0
1961,733.92
1962,187.7
1963,711.97
1964,281.2
1965,426.12
1966,716.4
1967,373.2
1968,610.8
1969,12.3
1970,333.92
1971,366.18
1972,300.16
1973,387.8
1974,410.3
1975,579.2
1976,365.3
1977,127.3
1978,535.7
1979,464.1
1980,78.1
1981,370.5
1982,377.04
1983,300.8
1984,228.1
1985,343.3
1986,368.34
1987,705.1
1988,125.4
1989,580.0
1990,50.1
1991,34.0
1992,102.1
1993,278.2
1994,757.0
1995,302.2
1996,614.1
1997,21.0
1998,564.5
1999,381.5
2000,308.3
2001,575.2
2002,721.5
2003,747.41
2004,357.9
2005,189.9
2006,374.01
2007,83.1
2008,423.0
2009,344.81
2010,386.31
2011,607.3
2012,379.06
2013,379.34
2014,530.9
2015,132.0
2016,381.89
2017,386.2
2018,134.0
2019,354.3
2020,302.81
2021,324.0
2022,459.81
2023,364.05
2024,367.31
2025,315.31
2026,521.32
2027,164.1
2028,377.15
2029,516.34
2030,358.3
2031,281.5
2032,307.52
2033,348.2
2034,727.02
2035,4.2
2036,341.1
2037,232.0
2038,84.8
2039,148.3
2040,376.02
2041,370.31
2042,26.1
2043,607.8
2044,732.6
2045,382.0
2046,312.3
2047,729.4
2048,343.1
2049,24.0
2050,97.0
2051,575.1
2052,681.9
2053,728.81
2054,300.4
2055,394.0
2056,596.54
2057,378.31
2058,410.2
2059,571.1
2060,596.55
2061,191.4
2062,370.55
2063,620.1
2064,363.54
2065,171.0
2066,117.2
2067,372.22
2068,371.1
2069,122.4
2070,77.2
2071,307.53
2072,372.12
2073,715.3
2074,371.23
2075,360.02
2076,684.0
2077,322.1
2078,20.2
2079,362.15
2080,405.0
2081,315.09
2082,62.5
2083,382.02
2084,143.0
2085,189.3
2086,302.84
2087,366.15
2088,370.07
2089,596.52
2090,423.3
2091,364.22
2092,780.93
2093,385.33
2094,91.9
2095,372.03
2096,597.81
2097,32.85
2098,368.44
2099,162.2
2100,451.11
2101,558.41
2102,523.24
2103,301.8
2104,521.31
2105,437.4
2106,557.1
2107,123.2
2108,82.0
2109,152.3
2110,608.9
2111,57.0
2112,244.0
2113,379.49
2114,277.89
2115,93.8
2116,232.2
2117,373.11
2118,564.81
2119,379.01
2120,771.7
2121,520.3
2122,564.2
2123,30.2
2124,776.6
2125,368.55
2126,362.6
2127,125.2
2128,40.2
2129,66.2
2130,625.6
2131,320.81
2132,111.2
2133,371.2
2134,572.4
2135,721.7
2136,372.13
2137,142.1
2138,394.1
